4.000000000000000083e-02,9.516999207731654739e-03
2.199999999999999872e-02,3.269023310003049687e-02
1.200000000000000025e-02,9.516999207731654739e-03
6.800000000000000488e-02,5.123933048429657640e-03
2.400000000000000050e-02,5.145251652110279655e-02
8.000000000000000167e-03,3.345971020809332223e-03
6.600000000000000311e-02,2.140982765558429191e-03
2.999999999999999889e-02,8.665433217762369498e-04
1.799999999999999864e-02,1.602983477323900036e-02
5.999999999999999778e-02,6.621004629571712596e-02
2.000000000000000042e-03,1.191134057112087355e-03
8.999999999999999667e-02,6.621004629571712596e-02
7.000000000000000666e-02,7.104847591517760193e-03
5.800000000000000294e-02,6.621004629571712596e-02
0.000000000000000000e+00,8.665433217762369498e-04
9.400000000000000022e-02,1.191134057112087355e-03
3.400000000000000244e-02,2.140982765558429191e-03
8.999999999999999667e-02,8.665433217762369498e-04
5.600000000000000117e-02,5.145251652110279655e-02
3.599999999999999728e-02,5.123933048429657640e-03
8.000000000000000167e-02,2.044379832710815567e-02
5.600000000000000117e-02,5.145251652110279655e-02
5.000000000000000278e-02,2.622437234825054919e-02
9.400000000000000022e-02,1.191134057112087355e-03
4.399999999999999745e-02,1.243448124700223881e-02
9.600000000000000200e-02,2.140982765558429191e-03
6.600000000000000311e-02,2.140982765558429191e-03
1.000000000000000021e-02,7.104847591517760193e-03
3.799999999999999906e-02,5.123933048429657640e-03
8.400000000000000522e-02,4.102508839626298892e-02
7.399999999999999634e-02,1.243448124700223881e-02
8.599999999999999312e-02,4.102508839626298892e-02
6.000000000000000125e-03,3.345971020809332223e-03
4.599999999999999922e-02,2.044379832710815567e-02
8.000000000000000167e-03,5.123933048429657640e-03
6.000000000000000125e-03,3.345971020809332223e-03
9.400000000000000022e-02,1.191134057112087355e-03
4.000000000000000083e-02,7.104847591517760193e-03
6.000000000000000125e-03,3.345971020809332223e-03
1.600000000000000033e-02,1.602983477323900036e-02
8.400000000000000522e-02,3.269023310003049687e-02
4.399999999999999745e-02,1.243448124700223881e-02
8.000000000000000167e-03,5.123933048429657640e-03
2.400000000000000050e-02,5.145251652110279655e-02
2.000000000000000042e-02,3.269023310003049687e-02
5.600000000000000117e-02,5.145251652110279655e-02
0.000000000000000000e+00,8.665433217762369498e-04
2.599999999999999881e-02,6.621004629571712596e-02
3.200000000000000067e-02,1.191134057112087355e-03
9.199999999999999845e-02,8.665433217762369498e-04
3.200000000000000067e-02,2.140982765558429191e-03
3.599999999999999728e-02,5.123933048429657640e-03
7.599999999999999811e-02,1.602983477323900036e-02
8.599999999999999312e-02,4.102508839626298892e-02
6.400000000000000133e-02,2.140982765558429191e-03
4.800000000000000100e-02,2.044379832710815567e-02
5.000000000000000278e-02,2.622437234825054919e-02
7.399999999999999634e-02,9.516999207731654739e-03
5.000000000000000278e-02,2.622437234825054919e-02
8.999999999999999667e-02,6.621004629571712596e-02
8.599999999999999312e-02,4.102508839626298892e-02
1.600000000000000033e-02,1.602983477323900036e-02
6.199999999999999956e-02,1.191134057112087355e-03
2.000000000000000042e-02,3.269023310003049687e-02
1.400000000000000029e-02,9.516999207731654739e-03
4.399999999999999745e-02,1.243448124700223881e-02
9.199999999999999845e-02,8.665433217762369498e-04
5.399999999999999939e-02,4.102508839626298892e-02
7.799999999999999989e-02,1.602983477323900036e-02
5.000000000000000278e-02,2.622437234825054919e-02
2.800000000000000058e-02,8.665433217762369498e-04
2.599999999999999881e-02,6.621004629571712596e-02
5.399999999999999939e-02,4.102508839626298892e-02
6.600000000000000311e-02,3.345971020809332223e-03
3.599999999999999728e-02,5.123933048429657640e-03
3.400000000000000244e-02,2.140982765558429191e-03
6.800000000000000488e-02,3.345971020809332223e-03
2.000000000000000042e-03,1.191134057112087355e-03
0.000000000000000000e+00,8.665433217762369498e-04
5.000000000000000278e-02,2.622437234825054919e-02
4.800000000000000100e-02,2.044379832710815567e-02
5.000000000000000278e-02,2.622437234825054919e-02
4.000000000000000083e-03,2.140982765558429191e-03
7.199999999999999456e-02,9.516999207731654739e-03
6.400000000000000133e-02,2.140982765558429191e-03
2.999999999999999889e-02,8.665433217762369498e-04
7.599999999999999811e-02,1.602983477323900036e-02
8.000000000000000167e-03,5.123933048429657640e-03
1.200000000000000025e-02,9.516999207731654739e-03
3.200000000000000067e-02,1.191134057112087355e-03
0.000000000000000000e+00,8.665433217762369498e-04
3.200000000000000067e-02,2.140982765558429191e-03
4.800000000000000100e-02,2.622437234825054919e-02
5.600000000000000117e-02,5.145251652110279655e-02
1.000000000000000021e-02,5.123933048429657640e-03
7.000000000000000666e-02,7.104847591517760193e-03
5.199999999999999761e-02,3.269023310003049687e-02
5.999999999999999778e-02,6.621004629571712596e-02
2.000000000000000042e-02,2.044379832710815567e-02
2.800000000000000058e-02,6.621004629571712596e-02
4.000000000000000083e-02,9.516999207731654739e-03
4.399999999999999745e-02,1.243448124700223881e-02
8.000000000000000167e-02,2.622437234825054919e-02
2.800000000000000058e-02,6.621004629571712596e-02
5.800000000000000294e-02,6.621004629571712596e-02
9.800000000000000377e-02,3.345971020809332223e-03
2.599999999999999881e-02,5.145251652110279655e-02
6.600000000000000311e-02,3.345971020809332223e-03
0.000000000000000000e+00,8.665433217762369498e-04
7.000000000000000666e-02,7.104847591517760193e-03
2.599999999999999881e-02,5.145251652110279655e-02
8.599999999999999312e-02,5.145251652110279655e-02
2.800000000000000058e-02,8.665433217762369498e-04
4.000000000000000083e-02,7.104847591517760193e-03
7.599999999999999811e-02,1.243448124700223881e-02
7.399999999999999634e-02,1.243448124700223881e-02
6.800000000000000488e-02,5.123933048429657640e-03
9.800000000000000377e-02,3.345971020809332223e-03
8.799999999999999489e-02,5.145251652110279655e-02
7.000000000000000666e-02,5.123933048429657640e-03
1.200000000000000025e-02,7.104847591517760193e-03
7.799999999999999989e-02,2.044379832710815567e-02
1.200000000000000025e-02,9.516999207731654739e-03
8.999999999999999667e-02,6.621004629571712596e-02
2.999999999999999889e-02,8.665433217762369498e-04
1.799999999999999864e-02,2.044379832710815567e-02
4.000000000000000083e-02,7.104847591517760193e-03
6.400000000000000133e-02,2.140982765558429191e-03
8.599999999999999312e-02,5.145251652110279655e-02
0.000000000000000000e+00,8.665433217762369498e-04
3.599999999999999728e-02,5.123933048429657640e-03
2.000000000000000042e-03,1.191134057112087355e-03
5.000000000000000278e-02,2.622437234825054919e-02
1.799999999999999864e-02,2.044379832710815567e-02
4.599999999999999922e-02,1.602983477323900036e-02
4.800000000000000100e-02,2.044379832710815567e-02
1.000000000000000021e-02,7.104847591517760193e-03
6.400000000000000133e-02,2.140982765558429191e-03
6.000000000000000125e-03,2.140982765558429191e-03
2.599999999999999881e-02,5.145251652110279655e-02
6.199999999999999956e-02,1.191134057112087355e-03
3.200000000000000067e-02,2.140982765558429191e-03
2.800000000000000058e-02,6.621004629571712596e-02
0.000000000000000000e+00,8.665433217762369498e-04
1.400000000000000029e-02,1.243448124700223881e-02
5.000000000000000278e-02,2.622437234825054919e-02
2.199999999999999872e-02,3.269023310003049687e-02
7.599999999999999811e-02,1.243448124700223881e-02
6.199999999999999956e-02,1.191134057112087355e-03
1.799999999999999864e-02,2.044379832710815567e-02
8.400000000000000522e-02,3.269023310003049687e-02
6.000000000000000125e-03,3.345971020809332223e-03
6.800000000000000488e-02,3.345971020809332223e-03
5.199999999999999761e-02,3.269023310003049687e-02
9.199999999999999845e-02,8.665433217762369498e-04
3.400000000000000244e-02,3.345971020809332223e-03
3.200000000000000067e-02,1.191134057112087355e-03
8.400000000000000522e-02,3.269023310003049687e-02
2.999999999999999889e-02,8.665433217762369498e-04
1.799999999999999864e-02,2.044379832710815567e-02
2.800000000000000058e-02,6.621004629571712596e-02
1.000000000000000021e-02,7.104847591517760193e-03
1.600000000000000033e-02,1.243448124700223881e-02
9.600000000000000200e-02,2.140982765558429191e-03
4.000000000000000083e-02,7.104847591517760193e-03
6.600000000000000311e-02,3.345971020809332223e-03
9.400000000000000022e-02,2.140982765558429191e-03
8.999999999999999667e-02,6.621004629571712596e-02
4.800000000000000100e-02,2.044379832710815567e-02
4.399999999999999745e-02,1.243448124700223881e-02
8.200000000000000344e-02,2.622437234825054919e-02
2.199999999999999872e-02,4.102508839626298892e-02
9.400000000000000022e-02,1.191134057112087355e-03
6.400000000000000133e-02,2.140982765558429191e-03
7.599999999999999811e-02,1.243448124700223881e-02
9.600000000000000200e-02,2.140982765558429191e-03
8.799999999999999489e-02,6.621004629571712596e-02
5.600000000000000117e-02,5.145251652110279655e-02
2.800000000000000058e-02,6.621004629571712596e-02
2.199999999999999872e-02,3.269023310003049687e-02
8.200000000000000344e-02,3.269023310003049687e-02
9.199999999999999845e-02,8.665433217762369498e-04
5.999999999999999778e-02,8.665433217762369498e-04
1.200000000000000025e-02,7.104847591517760193e-03
0.000000000000000000e+00,8.665433217762369498e-04
6.199999999999999956e-02,1.191134057112087355e-03
0.000000000000000000e+00,8.665433217762369498e-04
3.799999999999999906e-02,5.123933048429657640e-03
7.599999999999999811e-02,1.602983477323900036e-02
4.200000000000000261e-02,9.516999207731654739e-03
4.000000000000000083e-03,2.140982765558429191e-03
3.200000000000000067e-02,1.191134057112087355e-03
6.800000000000000488e-02,3.345971020809332223e-03
2.800000000000000058e-02,8.665433217762369498e-04
8.999999999999999667e-02,6.621004629571712596e-02
3.200000000000000067e-02,2.140982765558429191e-03
6.000000000000000125e-03,3.345971020809332223e-03
5.800000000000000294e-02,6.621004629571712596e-02
5.800000000000000294e-02,6.621004629571712596e-02
3.799999999999999906e-02,7.104847591517760193e-03
5.999999999999999778e-02,8.665433217762369498e-04
5.600000000000000117e-02,5.145251652110279655e-02
6.800000000000000488e-02,5.123933048429657640e-03
9.800000000000000377e-02,3.345971020809332223e-03
7.799999999999999989e-02,2.044379832710815567e-02
8.000000000000000167e-03,5.123933048429657640e-03
1.400000000000000029e-02,1.243448124700223881e-02
5.199999999999999761e-02,3.269023310003049687e-02
5.000000000000000278e-02,2.622437234825054919e-02
6.199999999999999956e-02,8.665433217762369498e-04
0.000000000000000000e+00,8.665433217762369498e-04
4.599999999999999922e-02,1.602983477323900036e-02
2.199999999999999872e-02,3.269023310003049687e-02
4.399999999999999745e-02,1.243448124700223881e-02
6.000000000000000125e-03,2.140982765558429191e-03
1.600000000000000033e-02,1.243448124700223881e-02
8.799999999999999489e-02,5.145251652110279655e-02
7.799999999999999989e-02,2.044379832710815567e-02
3.200000000000000067e-02,2.140982765558429191e-03
8.400000000000000522e-02,4.102508839626298892e-02
2.199999999999999872e-02,3.269023310003049687e-02
7.399999999999999634e-02,9.516999207731654739e-03
4.599999999999999922e-02,1.602983477323900036e-02
1.799999999999999864e-02,2.044379832710815567e-02
8.599999999999999312e-02,5.145251652110279655e-02
2.599999999999999881e-02,5.145251652110279655e-02
1.200000000000000025e-02,9.516999207731654739e-03
3.599999999999999728e-02,3.345971020809332223e-03
2.999999999999999889e-02,1.191134057112087355e-03
6.000000000000000125e-03,3.345971020809332223e-03
3.200000000000000067e-02,2.140982765558429191e-03
6.600000000000000311e-02,3.345971020809332223e-03
7.199999999999999456e-02,9.516999207731654739e-03
4.000000000000000083e-02,7.104847591517760193e-03
5.199999999999999761e-02,3.269023310003049687e-02
3.200000000000000067e-02,2.140982765558429191e-03
2.000000000000000042e-03,1.191134057112087355e-03
2.999999999999999889e-02,8.665433217762369498e-04
5.399999999999999939e-02,4.102508839626298892e-02
9.600000000000000200e-02,2.140982765558429191e-03
8.599999999999999312e-02,4.102508839626298892e-02
2.000000000000000042e-02,3.269023310003049687e-02
6.199999999999999956e-02,1.191134057112087355e-03
6.199999999999999956e-02,8.665433217762369498e-04
6.000000000000000125e-03,3.345971020809332223e-03
1.400000000000000029e-02,1.243448124700223881e-02
5.999999999999999778e-02,8.665433217762369498e-04
9.400000000000000022e-02,1.191134057112087355e-03
7.799999999999999989e-02,1.602983477323900036e-02
9.800000000000000377e-02,3.345971020809332223e-03
8.000000000000000167e-03,5.123933048429657640e-03
5.000000000000000278e-02,2.622437234825054919e-02
2.400000000000000050e-02,5.145251652110279655e-02
2.000000000000000042e-03,1.191134057112087355e-03
4.599999999999999922e-02,1.602983477323900036e-02
7.199999999999999456e-02,7.104847591517760193e-03
4.599999999999999922e-02,1.602983477323900036e-02
6.800000000000000488e-02,5.123933048429657640e-03
1.600000000000000033e-02,1.243448124700223881e-02
5.199999999999999761e-02,3.269023310003049687e-02
2.999999999999999889e-02,8.665433217762369498e-04
3.799999999999999906e-02,5.123933048429657640e-03
9.600000000000000200e-02,2.140982765558429191e-03
9.199999999999999845e-02,8.665433217762369498e-04
2.599999999999999881e-02,5.145251652110279655e-02
4.200000000000000261e-02,9.516999207731654739e-03
5.800000000000000294e-02,6.621004629571712596e-02
2.599999999999999881e-02,6.621004629571712596e-02
7.000000000000000666e-02,5.123933048429657640e-03
3.799999999999999906e-02,7.104847591517760193e-03
0.000000000000000000e+00,8.665433217762369498e-04
5.000000000000000278e-02,2.622437234825054919e-02
5.199999999999999761e-02,3.269023310003049687e-02
4.200000000000000261e-02,1.243448124700223881e-02
9.600000000000000200e-02,2.140982765558429191e-03
6.199999999999999956e-02,1.191134057112087355e-03
1.200000000000000025e-02,7.104847591517760193e-03
4.399999999999999745e-02,1.243448124700223881e-02
9.800000000000000377e-02,3.345971020809332223e-03
4.000000000000000083e-03,2.140982765558429191e-03
8.799999999999999489e-02,5.145251652110279655e-02
8.000000000000000167e-02,2.622437234825054919e-02
1.200000000000000025e-02,9.516999207731654739e-03
3.400000000000000244e-02,2.140982765558429191e-03
6.199999999999999956e-02,1.191134057112087355e-03
7.199999999999999456e-02,7.104847591517760193e-03
0.000000000000000000e+00,8.665433217762369498e-04
6.800000000000000488e-02,5.123933048429657640e-03
4.000000000000000083e-03,2.140982765558429191e-03
9.600000000000000200e-02,2.140982765558429191e-03
9.400000000000000022e-02,1.191134057112087355e-03
3.799999999999999906e-02,7.104847591517760193e-03
7.199999999999999456e-02,7.104847591517760193e-03
1.600000000000000033e-02,1.602983477323900036e-02
7.799999999999999989e-02,1.602983477323900036e-02
4.000000000000000083e-02,9.516999207731654739e-03
2.000000000000000042e-02,3.269023310003049687e-02
0.000000000000000000e+00,8.665433217762369498e-04
5.800000000000000294e-02,6.621004629571712596e-02
7.000000000000000666e-02,5.123933048429657640e-03
5.999999999999999778e-02,8.665433217762369498e-04
4.800000000000000100e-02,2.044379832710815567e-02
3.200000000000000067e-02,1.191134057112087355e-03
7.399999999999999634e-02,1.243448124700223881e-02
4.000000000000000083e-02,7.104847591517760193e-03
3.799999999999999906e-02,5.123933048429657640e-03
6.800000000000000488e-02,5.123933048429657640e-03
4.200000000000000261e-02,9.516999207731654739e-03
5.800000000000000294e-02,6.621004629571712596e-02
2.599999999999999881e-02,6.621004629571712596e-02
5.999999999999999778e-02,6.621004629571712596e-02
2.400000000000000050e-02,4.102508839626298892e-02
2.800000000000000058e-02,6.621004629571712596e-02
1.799999999999999864e-02,1.602983477323900036e-02
5.800000000000000294e-02,6.621004629571712596e-02
5.600000000000000117e-02,5.145251652110279655e-02
7.000000000000000666e-02,5.123933048429657640e-03
